id;evt_type;evt_type_num;1103_prev;1103_post;1109_prev;1109_post;1111_prev;1111_post;1113_prev;1113_post;1115_prev;1115_post;1117_prev;1117_post;1119_prev;1119_post;1121_prev;1121_post;1123_prev;1123_post;1125_prev;1125_post;1134_prev;1134_post;1136_prev;1136_post;1164_prev;1164_post;1166_prev;1166_post;1170_prev;1170_post;1178_prev;1178_post;1180_prev;1180_post;1182_prev;1182_post;1188_prev;1188_post;1190_prev;1190_post;1196_prev;1196_post;1210_prev;1210_post;1216_prev;1216_post;1218_prev;1218_post;1487_prev;1487_post;1972462773_prev;1972462773_post;2884620857_prev;2884620857_post;3246631463_prev;3246631463_post;4464520745_prev;4464520745_post;5281267026_prev;5281267026_post;5465536958_prev;5465536958_post;5465551953_prev;5465551953_post;5465600229_prev;5465600229_post;6029388272_prev;6029388272_post;6064027586_prev;6064027586_post;6064027597_prev;6064027597_post;6064061663_prev;6064061663_post;6064071199_prev;6064071199_post;6064100661_prev;6064100661_post;6064411646_prev;6064411646_post;6066147434_prev;6066147434_post;6071542409_prev;6071542409_post;6072675642_prev;6072675642_post;6074370064_prev;6074370064_post;6082462464_prev;6082462464_post;6097787339_prev;6097787339_post;6100944762_prev;6100944762_post;6100954493_prev;6100954493_post;6100958508_prev;6100958508_post;6100971872_prev;6100971872_post;6100986271_prev;6100986271_post;6100996664_prev;6100996664_post;6101017092_prev;6101017092_post;6101025570_prev;6101025570_post;6101071505_prev;6101071505_post;6101130962_prev;6101130962_post;6101688611_prev;6101688611_post;6101705982_prev;6101705982_post;6101798974_prev;6101798974_post;6103192580_prev;6103192580_post;6108364993_prev;6108364993_post;6108824655_prev;6108824655_post;6111532602_prev;6111532602_post;6111932208_prev;6111932208_post;6112341779_prev;6112341779_post;6112715950_prev;6112715950_post;6112959031_prev;6112959031_post;6113912545_prev;6113912545_post;6368901817_prev;6368901817_post;7163029317_prev;7163029317_post;7604445879_prev;7604445879_post;7604684006_prev;7604684006_post;7691882320_prev;7691882320_post;7699615719_prev;7699615719_post;890896994_prev;890896994_post;890904439_prev;890904439_post;9092741870_prev;9092741870_post;9092758665_prev;9092758665_post;MAIN_OPERATION;ROLE_COUNT;FLAG_ID_STORNO_APPROVE;STORNO_APPROVE_FLAG;FLAG_BK_PIN;BK_PIN_FLAG;type
10007552432;Приход н/д по л/с другого ВСП, ОСБ;3;2;2;2;2;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;1;10008373533;1;NULL;0;good
10008587143;Взнос н/д на БК;8;1;0;;;;;;;;;;;1;0;;;1;0;2;0;1;0;2;0;;;;;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0;;;1;0;;;;;;;;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;NULL;0;good
10009134757;Закрытие счета (вклада);6;1;0;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;10009550877;1;NULL;0;good
10009164042;Подкрепление валюты в филиале;9;1;0;0;1;;;;;;;;;;;;;2;0;2;1;2;0;1;0;;;;;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;;;;;;;;;;;;;;;;;8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;0;1;NULL;0;NULL;0;good
10009633159;Прием на экспертизу денежных купюр;10;1;0;;;;;;;;;;;;;;;1;0;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;NULL;0;good
10009809352;Взнос н/д на БК;8;0;2;0;2;;;;;;;;;;;;;1;0;0;1;2;0;2;0;;;;;11;0;;;;;;;;;;;;;;;5;5;;;;;;;;;;;;;9;0;;;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;;;;;;;;;2;6;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;NULL;0;good
10010104002;Выдача наличных денежных средств со счета (вклада);4;1;0;1;0;;;;;;;;;;;;;1;0;4;0;;;0;1;;;;;0;1;;;;;;;;;;;;;;;2;0;;;;;;;;;1;0;;;0;1;;;1;1;;;;;;;;;;;;;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;1;NULL;0;NULL;0;good
10012593259;Прием наличных денежных средств на счет (вклад);11;3;0;2;2;;;1;0;;;;;;;;;1;0;1;0;0;1;3;1;;;;;7;7;;;;;;;;;;;;;;;13;2;;;;;;;;;;;;;6;7;;;1;0;;;;;;;;;;;;;3;1;;;;;;;;;;;;;;;1;0;;;;;;;;;;;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;10011189156;1;NULL;0;good
10013241320;Выдача наличных денежных средств со счета (вклада);4;2;0;2;1;;;;;;;;;;;;;1;1;3;0;;;4;1;;;;;20;6;;;;;;;;;;;;;;;2;0;0;1;;;;;;;1;0;0;1;20;6;;;;;;;;;;;;;;;;;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;1;NULL;0;NULL;0;good
10013390334;Прием наличных денежных средств на счет (вклад);11;3;1;2;2;1;0;;;;;;;;;;;1;1;0;2;2;1;;;;;;;;;;;;;;;;;;;;;;;9;2;;;;;;;;;;;;;;;;;3;1;;;;;;;;;;;;;2;3;;;;;;;;;;;;;;;;;1;0;;;4;0;;;;;2;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;10013458271;1;NULL;0;good
1001370661;Взнос н/д на БК;8;;;;;;;;;;;;;;;;;1;0;2;0;4;1;2;0;;;;;6;0;;;;;;;;;;;;;;;13;5;;;;;;;;;;;;;6;0;;;2;3;1;1;;;;;;;;;;;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;1;1;;;;;0;0;NULL;0;NULL;0;good
10015862228;Покупка наличной валюты за наличные рубли в филиале;12;;;;;;;;;;;;;2;0;;;1;3;;;;;1;0;1;0;;;1;0;;;;;;;;;;;;;;;3;0;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;10015247863;1;NULL;0;good
10016542662;Выдача наличных денежных средств со счета (вклада);4;;;;;;;;;;;;;;;;;1;0;1;2;2;1;2;1;;;;;1;0;;;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;NULL;0;good
10016975798;Закрытие счета (вклада);6;0;1;;;;;;;;;;;;;;;3;3;3;3;;;1;0;;;;;1;0;;;;;;;;;;;;;;;1;1;;;;;;;;;1;1;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;0;;;;;1;0;NULL;0;10016843462;1;good
10017587013;Взнос н/д на БК;8;1;1;1;1;;;;;;;;;;;;;1;0;;;;;0;1;;;;;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;;;;;;;;;;;;;;;;;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;NULL;0;good
10018356009;Выдача ценностей операторам;7;1;0;;;;;;;;;;;;;;;14;1;;;;;;;1;0;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;1;NULL;0;NULL;0;good
1001927924;Приход н/д по л/с другого ВСП, ОСБ;3;1;0;0;1;;;;;;;;;;;;;1;1;1;0;;;2;1;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;1;0;;;;;;;;;;;;;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1001924893;1;NULL;0;good
10019987925;Выдача н/д средств со вклада по л/с другого ВСП;5;;;;;;;;;;;;;;;;;2;0;2;2;1;2;;;;;;;;;;;;;;;;;;;;;;;0;3;;;;;;;;;;;;;;;;;0;3;;;;;;;;;;;;;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;4524402762;1;good
10021362918;Прием наличных денежных средств на счет (вклад);11;1;0;0;1;;;;;;;;;;;;;1;0;;;;;1;1;;;;;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;4;;;;;;;;;;;;;;;;;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;10021280358;1;NULL;0;good
10024731308;Приход н/д по л/с другого ВСП, ОСБ;3;1;0;0;1;;;;;;;;;;;;;2;0;4;2;;;0;1;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;6;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;10024662533;1;10023647411;1;good
10024880736;Открытие счета (вклада) наличными;1;1;0;0;1;;;;;;;;;;;;;1;0;1;0;2;0;;;;;;;;;;;;;;;;;;;;;;;2;4;;;;;;;;;1;1;;;;;;;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;;;1;1;NULL;0;10023766444;1;good
10024976163;Открытие счета (вклада) наличными;1;2;0;1;1;;;;;;;;;;;1;0;1;1;1;0;1;0;0;1;;;;;0;5;;;;;;;;;;;;;;;12;2;;;;;;;;;;;;;0;5;;;4;0;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;1;0;;;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;10025006578;1;10024085039;1;good
10026023573;Получение подкрепления наличных денег;13;7;1;6;1;;;;;;;;;;;;;6;0;;;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;0;1;10025906927;1;NULL;0;good
10027870903;Приход н/д по л/с другого ВСП, ОСБ;3;;;;;;;;;;;;;;;7;0;2;0;6;5;5;3;1;0;;;;;1;0;;;;;;;;;;;;;1;0;13;6;;;;;;;;;;;;;1;0;;;2;1;;;;;;;;;;;;;6;5;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;10027849491;1;good
10028502720;Выдача ценностей операторам;7;10;3;10;3;9;0;3;3;;;;;;;;;1;71;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;NULL;0;NULL;0;good
10029132115;Открытие счета (вклада) наличными;1;2;2;1;2;;;;;;;;;1;0;;;1;0;;;1;0;;;;;;;7;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;9;;;;;;;;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;NULL;0;NULL;0;good
10029667572;Перевод со вклада на вклад;14;1;1;0;1;0;1;;;;;;;;;;;3;0;3;0;1;1;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;10029530002;1;good
10029705416;Покупка наличной валюты за наличные рубли в филиале;12;1;0;;;;;;;;;;;;;;;1;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;10029744514;1;NULL;0;good
10029866508;Покупка наличной валюты за наличные рубли в филиале;12;5;2;4;2;;;;;;;;;5;0;;;1;0;2;0;1;0;1;0;1;1;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;0;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;10029826823;1;NULL;0;good
10030066029;Выдача ценностей операторам;7;3;0;3;1;;;6;1;;;;;;;;;2;0;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;NULL;0;NULL;0;good
10030488355;Выдача ценностей операторам;7;;;;;;;;;;;;;3;2;0;3;1;1;;;0;1;0;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;NULL;0;good
10030685185;Открытие счета (вклада) наличными;1;1;0;;;;;;;;;;;;;;;1;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;;;0;1;NULL;0;NULL;0;good
10030815667;Взнос н/д на БК;8;2;1;1;1;;;;;;;;;1;1;;;1;0;;;;;3;1;;;;;12;1;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;10;1;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;NULL;0;good
10031114204;Выдача ценностей операторам;7;;;;;1;0;4;2;;;;;;;1;0;2;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;10030963449;1;NULL;0;good
10031314158;Взнос н/д на БК;8;;;;;;;;;;;;;;;;;1;0;;;8;0;1;0;;;;;1;0;;;;;;;;;;;;;;;10;2;;;;;;;;;;;;;1;0;;;2;1;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;NULL;0;good
10031885542;Прием наличных денежных средств на счет (вклад);11;1;0;0;1;;;;;;;;;;;;;1;0;1;2;1;0;2;1;;;;;2;4;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;10031586899;1;good
10034519363;Взнос н/д на БК;8;;;;;;;;;;;;;;;;;1;0;9;0;5;0;2;0;;;;;11;0;;;;;;;;;;;;;;;7;0;;;;;;;;;;;;;10;0;;;1;0;;;;;;;;;;;;;9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;NULL;0;good
10035771388;Регистрация недостачи денежной наличности;15;0;1;0;1;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;10035825702;1;NULL;0;good
10035825702;Регистрация недостачи денежной наличности;15;1;2;1;3;;;0;1;;;;;;;;;2;0;;;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;10035771388;1;NULL;0;good
10036812516;Взнос н/д на БК;8;1;0;0;1;;;;;;;;;;;;;1;0;0;1;0;1;2;1;;;;;15;4;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;14;4;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;NULL;0;good
10038036046;Взнос н/д на БК;8;;;;;;;;;;;;;;;;;1;0;3;0;1;0;;;;;;;;;;;;;;;;;;;;;;;4;3;;;;;;;;;3;1;;;;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;1;1;;;;;0;0;NULL;0;NULL;0;good
10038528879;Взнос н/д на БК;8;0;1;0;1;;;;;;;;;;;;;1;0;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;NULL;0;NULL;0;good
10038808616;Выдача ценностей операторам;7;4;2;3;2;;;;;;;;;3;0;;;1;0;;;;;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;NULL;0;NULL;0;good
10038953985;Выдача ценностей операторам;7;3;0;3;1;;;;;;;;;;;;;3;1;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;10038959052;1;NULL;0;good
